No Sensor found on bus! Rescanning...
No Sensor found on bus! Rescanning...
✖ WiFi connection lost
🔄 WiFi disconnected, retrying...
✖ WiFi connection lost
No Sensor found on bus! Rescanning...
No Sensor found on bus! Rescanning...
✖ WiFi connection lost
🔄 WiFi disconnected, retrying...
✖ WiFi connection lost
No Sensor found on bus! Rescanning...
No Sensor found on bus! Rescanning...
✖ WiFi connection lost
🔄 WiFi disconnected, retrying...
✖ WiFi connection lost
⚠ WiFi connection timeout (20s). Falling back to AP Setup Mode!
✖ WiFi connection lost
🚀 AP Mode active. SSID: 'Pool-Controller-Setup'. IP: 192.168.4.1
[ 54123][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54131][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54139][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54147][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54155][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54163][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54171][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54179][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54187][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54195][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54203][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54211][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54219][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54227][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54235][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54243][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54251][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54259][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54267][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54275][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54283][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54291][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54299][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54307][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54315][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54323][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54331][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54339][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54347][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54355][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54363][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54371][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54379][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54387][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54395][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54403][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54411][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54419][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54427][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54435][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54443][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54451][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54459][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54467][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54475][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54483][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54491][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54499][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54507][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54515][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54523][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54531][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54539][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54547][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54555][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54563][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54571][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54579][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54587][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54595][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54603][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54611][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54619][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54627][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54635][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54643][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54651][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54659][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54667][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54675][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54683][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54691][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54699][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54707][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54715][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54723][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54731][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54739][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54747][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54755][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54763][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54771][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54779][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54787][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54795][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54803][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54811][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54819][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54827][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54835][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54843][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54851][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54859][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54867][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54875][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54883][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54891][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54899][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54907][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54915][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54923][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54931][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54939][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54947][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54955][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54963][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54971][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54979][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54987][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 54995][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55003][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55011][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55019][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55027][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55035][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55043][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55051][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55059][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55067][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55075][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55083][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55091][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55099][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55107][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55115][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55123][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55131][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55139][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55147][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55155][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55163][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55171][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55179][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55187][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55195][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55203][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55211][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55219][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55227][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55235][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55243][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55251][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55259][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55267][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55275][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55283][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55291][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55299][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55307][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55315][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55323][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55331][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55339][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55347][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55355][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55363][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55371][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55379][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55387][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55395][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55403][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55411][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55419][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55427][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55435][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55443][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55451][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55459][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55467][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55475][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55483][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55491][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55499][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55507][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55515][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55523][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55531][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55539][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55547][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55555][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55563][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55571][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55579][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55587][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55595][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55603][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55611][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55619][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55627][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55635][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55643][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55651][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55659][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55667][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55675][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55683][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55691][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55699][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55707][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55715][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55723][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55731][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55739][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55747][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55755][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55763][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55771][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55779][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55787][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55795][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55803][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55811][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55819][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55827][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55835][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55843][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55851][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55859][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55867][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55875][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55883][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55891][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55899][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55907][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55915][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55923][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55931][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55939][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55947][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55955][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55963][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55971][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55979][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55987][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 55995][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56003][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56011][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56019][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56027][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56035][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56043][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56051][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56059][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56067][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56075][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56083][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56091][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56099][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56107][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56115][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56123][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56131][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56139][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56147][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56155][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56163][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56171][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56179][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56187][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56195][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56203][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56211][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56219][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56227][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56235][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56243][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56251][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56259][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56267][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56275][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56283][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56291][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56299][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56307][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56315][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56323][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56331][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56339][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56347][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56355][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56363][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56371][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56379][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56387][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56395][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56403][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56411][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56419][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56427][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56435][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56443][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56451][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56459][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56467][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56475][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56483][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56491][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56499][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56507][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56515][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56523][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56531][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56539][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56547][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56555][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56563][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56571][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56579][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56587][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56595][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56603][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56611][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56619][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56627][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56635][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56643][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56651][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56659][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56667][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56675][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56683][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56691][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56699][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 56707][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
No Sensor found on bus! Rescanning...
No Sensor found on bus! Rescanning...
[ 57020][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57028][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57036][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57044][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57052][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57060][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57068][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57076][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57084][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57092][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57100][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57108][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57116][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57124][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57132][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57140][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57148][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57156][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57164][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57172][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57180][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57188][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57196][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57204][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57212][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57220][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57228][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57236][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57244][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57252][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57260][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57268][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57276][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57284][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 57292][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
